scenario,level,method,deployment_coverage_mean,deployment_coverage_mcse,harmful_exposure_mean,harmful_exposure_mcse,selective_value_mean,selective_value_mcse,oracle_regret_mean,oracle_regret_mcse,n_rep
S1_overlap,poor,snips_asym_lcb,0.6684699999999999,3.92768671851465e-18,0.0,0.0,0.6537823744300085,3.92768671851465e-18,0.0,0.0,800
S1_overlap,severe,bb_dm,0.6693300000000002,4.9663100392403566e-18,0.0,0.0,0.6543002414430334,2.4831550196201783e-18,0.0,0.0,2000
S1_overlap,severe,bb_dr,0.6646415500000001,0.0009113091027138344,0.0,0.0,0.6540741793803657,4.66679390063305e-05,0.00022606206266764106,4.666793900633049e-05,2000
S1_overlap,severe,bb_dr_ess_safeguard,0.6584632000000001,0.001388040561612066,0.0,0.0,0.6536435259693499,8.576251087586342e-05,0.0006567154736835778,8.576251087586342e-05,2000
S1_overlap,severe,bootstrap_dr,0.6651447250000001,0.0008650321787640827,0.0,0.0,0.6540919120266767,4.557281972055265e-05,0.0002083294163567817,4.557281972055265e-05,2000
S1_overlap,severe,bootstrap_snips,0.6676566750000001,0.0005279607552903443,0.0,0.0,0.6542108539401141,2.978491116490127e-05,8.938750291934139e-05,2.978491116490126e-05,2000
S1_overlap,severe,snips_asym_lcb,0.6664857400000002,0.0006870700128279968,0.0,0.0,0.6541452548198822,3.9459801696240334e-05,0.0001549866231511947,3.9459801696240334e-05,2000
S2_rare_heterogeneous,balanced,bb_dm,0.66779,0.0,0.0,0.0,0.6551278386566617,0.0,0.0,0.0,800
S2_rare_heterogeneous,balanced,bb_dr,0.66779,0.0,0.0,0.0,0.6551278386566617,0.0,0.0,0.0,800
S2_rare_heterogeneous,balanced,bb_dr_complete_pool,0.98125,0.004798627971932838,0.32598106250000003,0.0015941521985558085,0.6323169381387252,6.441184205141827e-05,0.022810900517936564,6.441184205141827e-05,800
S2_rare_heterogeneous,balanced,bb_dr_ess_safeguard,0.66779,0.0,0.0,0.0,0.6551278386566617,0.0,0.0,0.0,800
S2_rare_heterogeneous,balanced,bb_dr_independent,0.66779,0.0,0.0,0.0,0.6551278386566617,0.0,0.0,0.0,800
S2_rare_heterogeneous,balanced,bootstrap_dr,0.66779,0.0,0.0,0.0,0.6551278386566617,0.0,0.0,0.0,800
S2_rare_heterogeneous,balanced,bootstrap_snips,0.66779,0.0,0.0,0.0,0.6551278386566617,0.0,0.0,0.0,800
S2_rare_heterogeneous,balanced,hier_eb_dr,0.66779,0.0,0.0,0.0,0.6551278386566617,0.0,0.0,0.0,800
S2_rare_heterogeneous,balanced,snips_asym_lcb,0.66779,0.0,0.0,0.0,0.6551278386566617,0.0,0.0,0.0,800
S2_rare_heterogeneous,mild,bb_dm,0.85159,3.92768671851465e-18,0.0,0.0,0.6832443404743949,0.0,0.0,0.0,800
S2_rare_heterogeneous,mild,bb_dr,0.85159,3.92768671851465e-18,0.0,0.0,0.6832443404743949,0.0,0.0,0.0,800
S2_rare_heterogeneous,mild,bb_dr_complete_pool,1.0,0.0,0.14840999999999993,1.963843359257325e-18,0.6731603919809908,7.8553734370293e-18,0.010083948493404327,0.0,800
S2_rare_heterogeneous,mild,bb_dr_ess_safeguard,0.85159,3.92768671851465e-18,0.0,0.0,0.6832443404743949,0.0,0.0,0.0,800
S2_rare_heterogeneous,mild,bb_dr_independent,0.85159,3.92768671851465e-18,0.0,0.0,0.6832443404743949,0.0,0.0,0.0,800
S2_rare_heterogeneous,mild,bootstrap_dr,0.85159,3.92768671851465e-18,0.0,0.0,0.6832443404743949,0.0,0.0,0.0,800
S2_rare_heterogeneous,mild,bootstrap_snips,0.85159,3.92768671851465e-18,0.0,0.0,0.6832443404743949,0.0,0.0,0.0,800
S2_rare_heterogeneous,mild,hier_eb_dr,0.85159,3.92768671851465e-18,0.0,0.0,0.6832443404743949,0.0,0.0,0.0,800
S2_rare_heterogeneous,mild,snips_asym_lcb,0.85159,3.92768671851465e-18,0.0,0.0,0.6832443404743949,0.0,0.0,0.0,800
S2_rare_heterogeneous,rare,bb_dm,0.9510900000000001,3.92768671851465e-18,0.0,0.0,0.7046535170684416,0.0,0.0,0.0,800
S2_rare_heterogeneous,rare,bb_dr,0.9510900000000001,3.92768671851465e-18,0.0,0.0,0.7046535170684416,0.0,0.0,0.0,800
S2_rare_heterogeneous,rare,bb_dr_complete_pool,1.0,0.0,0.04891,0.0,0.7013346144957147,0.0,0.003318902572726934,0.0,800
S2_rare_heterogeneous,rare,bb_dr_ess_safeguard,0.9510900000000001,3.92768671851465e-18,0.0,0.0,0.7046535170684416,0.0,0.0,0.0,800
S2_rare_heterogeneous,rare,bb_dr_independent,0.9510900000000001,3.92768671851465e-18,0.0,0.0,0.7046535170684416,0.0,0.0,0.0,800
S2_rare_heterogeneous,rare,bootstrap_dr,0.9510900000000001,3.92768671851465e-18,0.0,0.0,0.7046535170684416,0.0,0.0,0.0,800
S2_rare_heterogeneous,rare,bootstrap_snips,0.9510900000000001,3.92768671851465e-18,0.0,0.0,0.7046535170684416,0.0,0.0,0.0,800
S2_rare_heterogeneous,rare,hier_eb_dr,0.9510900000000001,3.92768671851465e-18,0.0,0.0,0.7046535170684416,0.0,0.0,0.0,800
S2_rare_heterogeneous,rare,snips_asym_lcb,0.9510900000000001,3.92768671851465e-18,0.0,0.0,0.7046535170684416,0.0,0.0,0.0,800
S2_rare_heterogeneous,severe,bb_dm,0.9900400000000004,7.449465058860535e-18,0.0,0.0,0.7337456910412634,4.9663100392403566e-18,0.0,0.0,2000
S2_rare_heterogeneous,severe,bb_dr,0.9899936300000004,5.1593398326970683e-05,4.98e-06,4.980000000000001e-06,0.7337435424701797,1.8422579506271333e-06,2.14857108366201e-06,1.8422579506271327e-06,2000
S2_rare_heterogeneous,severe,bb_dr_complete_pool,1.0,0.0,0.009959999999999997,7.759859436313057e-20,0.7330711258785846,0.0,0.0006745651626786087,0.0,2000
S2_rare_heterogeneous,severe,bb_dr_ess_safeguard,0.9899936300000004,5.1593398326970683e-05,4.98e-06,4.980000000000001e-06,0.7337435424701797,1.8422579506271333e-06,2.14857108366201e-06,1.8422579506271327e-06,2000
S2_rare_heterogeneous,severe,bb_dr_independent,0.9899936300000004,5.1593398326970683e-05,4.98e-06,4.980000000000001e-06,0.7337435424701797,1.8422579506271333e-06,2.14857108366201e-06,1.8422579506271327e-06,2000
S2_rare_heterogeneous,severe,bootstrap_dr,0.9899936300000004,5.1593398326970683e-05,4.98e-06,4.980000000000001e-06,0.7337435424701797,1.8422579506271333e-06,2.14857108366201e-06,1.8422579506271327e-06,2000
S2_rare_heterogeneous,severe,bootstrap_snips,0.9898959100000004,8.918331776758489e-05,9.96e-06,7.041021743582163e-06,0.7337395826105937,3.1711494488717644e-06,6.108430669646725e-06,3.171149448871765e-06,2000
S2_rare_heterogeneous,severe,hier_eb_dr,0.9903836200000004,4.065730876703571e-05,0.00034362,4.065730876703583e-05,0.733722418543151,2.753614869729915e-06,2.3272498112411998e-05,2.753614869729915e-06,2000
S2_rare_heterogeneous,severe,snips_asym_lcb,0.9899257900000004,8.71475764895043e-05,3.984e-05,1.4060883379813319e-05,0.7337375589151056,3.4564598038790227e-06,8.132126157682551e-06,3.4564598038790235e-06,2000
S2_rare_homogeneous,balanced,bb_dm,1.0,0.0,0.0,0.0,0.6593532367581086,3.92768671851465e-18,0.0,0.0,800
S2_rare_homogeneous,balanced,bb_dr,1.0,0.0,0.0,0.0,0.6593532367581086,3.92768671851465e-18,0.0,0.0,800
S2_rare_homogeneous,balanced,bb_dr_complete_pool,1.0,0.0,0.0,0.0,0.6593532367581086,3.92768671851465e-18,0.0,0.0,800
S2_rare_homogeneous,balanced,bb_dr_ess_safeguard,1.0,0.0,0.0,0.0,0.6593532367581086,3.92768671851465e-18,0.0,0.0,800
S2_rare_homogeneous,balanced,bb_dr_independent,1.0,0.0,0.0,0.0,0.6593532367581086,3.92768671851465e-18,0.0,0.0,800
S2_rare_homogeneous,balanced,bootstrap_dr,1.0,0.0,0.0,0.0,0.6593532367581086,3.92768671851465e-18,0.0,0.0,800
S2_rare_homogeneous,balanced,bootstrap_snips,1.0,0.0,0.0,0.0,0.6593532367581086,3.92768671851465e-18,0.0,0.0,800
S2_rare_homogeneous,balanced,hier_eb_dr,1.0,0.0,0.0,0.0,0.6593532367581086,3.92768671851465e-18,0.0,0.0,800
S2_rare_homogeneous,balanced,snips_asym_lcb,1.0,0.0,0.0,0.0,0.6593532367581086,3.92768671851465e-18,0.0,0.0,800
S2_rare_homogeneous,mild,bb_dm,1.0,0.0,0.0,0.0,0.6735851976120759,0.0,0.0,0.0,800
S2_rare_homogeneous,mild,bb_dr,1.0,0.0,0.0,0.0,0.6735851976120759,0.0,0.0,0.0,800
S2_rare_homogeneous,mild,bb_dr_complete_pool,1.0,0.0,0.0,0.0,0.6735851976120759,0.0,0.0,0.0,800
S2_rare_homogeneous,mild,bb_dr_ess_safeguard,1.0,0.0,0.0,0.0,0.6735851976120759,0.0,0.0,0.0,800
S2_rare_homogeneous,mild,bb_dr_independent,1.0,0.0,0.0,0.0,0.6735851976120759,0.0,0.0,0.0,800
S2_rare_homogeneous,mild,bootstrap_dr,1.0,0.0,0.0,0.0,0.6735851976120759,0.0,0.0,0.0,800
S2_rare_homogeneous,mild,bootstrap_snips,1.0,0.0,0.0,0.0,0.6735851976120759,0.0,0.0,0.0,800
S2_rare_homogeneous,mild,hier_eb_dr,1.0,0.0,0.0,0.0,0.6735851976120759,0.0,0.0,0.0,800
S2_rare_homogeneous,mild,snips_asym_lcb,1.0,0.0,0.0,0.0,0.6735851976120759,0.0,0.0,0.0,800
S2_rare_homogeneous,rare,bb_dm,1.0,0.0,0.0,0.0,0.6863892753061,3.92768671851465e-18,0.0,0.0,800
S2_rare_homogeneous,rare,bb_dr,0.9992957250000001,0.0002110138890148354,0.0,0.0,0.6863606676648806,8.57138139117887e-06,2.860764121952228e-05,8.571381391178872e-06,800
S2_rare_homogeneous,rare,bb_dr_complete_pool,1.0,0.0,0.0,0.0,0.6863892753061,3.92768671851465e-18,0.0,0.0,800
S2_rare_homogeneous,rare,bb_dr_ess_safeguard,0.9992957250000001,0.0002110138890148354,0.0,0.0,0.6863606676648806,8.57138139117887e-06,2.860764121952228e-05,8.571381391178872e-06,800
S2_rare_homogeneous,rare,bb_dr_independent,0.9992957250000001,0.0002110138890148354,0.0,0.0,0.6863606676648806,8.57138139117887e-06,2.860764121952228e-05,8.571381391178872e-06,800
S2_rare_homogeneous,rare,bootstrap_dr,0.99935975,0.0002013213078840271,0.0,0.0,0.6863632683595369,8.177668873367966e-06,2.6006946563202072e-05,8.177668873367964e-06,800
S2_rare_homogeneous,rare,bootstrap_snips,0.9992957250000001,0.00021101388901483543,0.0,0.0,0.6863606676648806,8.57138139117887e-06,2.860764121952228e-05,8.571381391178872e-06,800
S2_rare_homogeneous,rare,hier_eb_dr,0.999935975,6.402500000000007e-05,0.0,0.0,0.6863866746114436,2.600694656320207e-06,2.6006946563202073e-06,2.600694656320207e-06,800
S2_rare_homogeneous,rare,snips_asym_lcb,0.9992957250000001,0.0002110138890148354,0.0,0.0,0.6863606676648806,8.57138139117887e-06,2.860764121952228e-05,8.571381391178872e-06,800
S2_rare_homogeneous,severe,bb_dm,1.0,0.0,0.0,0.0,0.7067216205080527,3.92768671851465e-18,0.0,0.0,800
S2_rare_homogeneous,severe,bb_dr,0.997926625,0.0001406797978340074,0.0,0.0,0.7066365152664753,5.77444416939097e-06,8.510524157731514e-05,5.774444169390969e-06,800
S2_rare_homogeneous,severe,bb_dr_complete_pool,1.0,0.0,0.0,0.0,0.7067216205080527,3.92768671851465e-18,0.0,0.0,800
S2_rare_homogeneous,severe,bb_dr_ess_safeguard,0.997926625,0.0001406797978340074,0.0,0.0,0.7066365152664753,5.77444416939097e-06,8.510524157731514e-05,5.774444169390969e-06,800
S2_rare_homogeneous,severe,bb_dr_independent,0.997926625,0.0001406797978340074,0.0,0.0,0.7066365152664753,5.77444416939097e-06,8.510524157731514e-05,5.774444169390969e-06,800
S2_rare_homogeneous,severe,bootstrap_dr,0.99789025,0.00014156964673959116,0.0,0.0,0.7066350221920618,5.810969547615853e-06,8.659831599095225e-05,5.810969547615853e-06,800
S2_rare_homogeneous,severe,bootstrap_snips,0.9973203749999999,0.00015344183244522705,0.0,0.0,0.7066116306929148,6.298283821458688e-06,0.0001099898151379336,6.298283821458686e-06,800
S2_rare_homogeneous,severe,hier_eb_dr,0.999793875,4.9489572160805706e-05,0.0,0.0,0.7067131597530423,2.0313845755366595e-06,8.460755010610278e-06,2.0313845755366595e-06,800
S2_rare_homogeneous,severe,snips_asym_lcb,0.9974901249999999,0.00015028681375441595,0.0,0.0,0.7066185983735116,6.168780654948807e-06,0.00010302213454096043,6.168780654948806e-06,800
S3_shift,composition_medium,bb_dm,0.5022700000000002,7.8553734370293e-18,0.0,0.0,0.6455582644093179,0.0,0.0,0.0,800
S3_shift,composition_medium,bb_dr,0.5022700000000002,7.8553734370293e-18,0.0,0.0,0.6455582644093179,0.0,0.0,0.0,800
S3_shift,composition_medium,bb_dr_ess_safeguard,0.5022700000000002,7.8553734370293e-18,0.0,0.0,0.6455582644093179,0.0,0.0,0.0,800
S3_shift,composition_medium,bb_dr_shift_estimated,0.5022700000000002,7.8553734370293e-18,0.0,0.0,0.6455582644093179,0.0,0.0,0.0,800
S3_shift,composition_medium,bb_dr_shift_oracle,0.5022700000000002,7.8553734370293e-18,0.0,0.0,0.6455582644093179,0.0,0.0,0.0,800
S3_shift,composition_medium,bootstrap_dr,0.5022700000000002,7.8553734370293e-18,0.0,0.0,0.6455582644093179,0.0,0.0,0.0,800
S3_shift,composition_medium,bootstrap_snips,0.5022700000000002,7.8553734370293e-18,0.0,0.0,0.6455582644093179,0.0,0.0,0.0,800
S3_shift,composition_medium,snips_asym_lcb,0.5022700000000002,7.8553734370293e-18,0.0,0.0,0.6455582644093179,0.0,0.0,0.0,800
S3_shift,composition_mild,bb_dm,0.6590100000000001,3.92768671851465e-18,0.0,0.0,0.6527602265179623,3.92768671851465e-18,0.0,0.0,800
S3_shift,composition_mild,bb_dr,0.6590100000000001,3.92768671851465e-18,0.0,0.0,0.6527602265179623,3.92768671851465e-18,0.0,0.0,800
S3_shift,composition_mild,bb_dr_ess_safeguard,0.6590100000000001,3.92768671851465e-18,0.0,0.0,0.6527602265179623,3.92768671851465e-18,0.0,0.0,800
S3_shift,composition_mild,bb_dr_shift_estimated,0.6590100000000001,3.92768671851465e-18,0.0,0.0,0.6527602265179623,3.92768671851465e-18,0.0,0.0,800
S3_shift,composition_mild,bb_dr_shift_oracle,0.6590100000000001,3.92768671851465e-18,0.0,0.0,0.6527602265179623,3.92768671851465e-18,0.0,0.0,800
S3_shift,composition_mild,bootstrap_dr,0.6590100000000001,3.92768671851465e-18,0.0,0.0,0.6527602265179623,3.92768671851465e-18,0.0,0.0,800
S3_shift,composition_mild,bootstrap_snips,0.6590100000000001,3.92768671851465e-18,0.0,0.0,0.6527602265179623,3.92768671851465e-18,0.0,0.0,800
S3_shift,composition_mild,snips_asym_lcb,0.6590100000000001,3.92768671851465e-18,0.0,0.0,0.6527602265179623,3.92768671851465e-18,0.0,0.0,800
S3_shift,composition_severe,bb_dm,0.2016,0.0,0.0,0.0,0.6313367516763274,0.0,0.0,0.0,800
S3_shift,composition_severe,bb_dr,0.2016,0.0,0.0,0.0,0.6313367516763274,0.0,0.0,0.0,800
S3_shift,composition_severe,bb_dr_ess_safeguard,0.2016,0.0,0.0,0.0,0.6313367516763274,0.0,0.0,0.0,800
S3_shift,composition_severe,bb_dr_shift_estimated,0.2016,0.0,0.0,0.0,0.6313367516763274,0.0,0.0,0.0,800
S3_shift,composition_severe,bb_dr_shift_oracle,0.2016,0.0,0.0,0.0,0.6313367516763274,0.0,0.0,0.0,800
S3_shift,composition_severe,bootstrap_dr,0.2016,0.0,0.0,0.0,0.6313367516763274,0.0,0.0,0.0,800
S3_shift,composition_severe,bootstrap_snips,0.2016,0.0,0.0,0.0,0.6313367516763274,0.0,0.0,0.0,800
S3_shift,composition_severe,snips_asym_lcb,0.2016,0.0,0.0,0.0,0.6313367516763274,0.0,0.0,0.0,800
S3_shift,mean_0,bb_dm,0.6679399999999999,3.92768671851465e-18,0.0,0.0,0.6541483406510994,3.92768671851465e-18,0.0,0.0,800
S3_shift,mean_0,bb_dr,0.6679399999999999,3.92768671851465e-18,0.0,0.0,0.6541483406510994,3.92768671851465e-18,0.0,0.0,800
S3_shift,mean_0,bb_dr_ess_safeguard,0.6679399999999999,3.92768671851465e-18,0.0,0.0,0.6541483406510994,3.92768671851465e-18,0.0,0.0,800
S3_shift,mean_0,bb_dr_shift_estimated,0.6679399999999999,3.92768671851465e-18,0.0,0.0,0.6541483406510994,3.92768671851465e-18,0.0,0.0,800
S3_shift,mean_0,bb_dr_shift_oracle,0.6679399999999999,3.92768671851465e-18,0.0,0.0,0.6541483406510994,3.92768671851465e-18,0.0,0.0,800
S3_shift,mean_0,bootstrap_dr,0.6679399999999999,3.92768671851465e-18,0.0,0.0,0.6541483406510994,3.92768671851465e-18,0.0,0.0,800
S3_shift,mean_0,bootstrap_snips,0.6679399999999999,3.92768671851465e-18,0.0,0.0,0.6541483406510994,3.92768671851465e-18,0.0,0.0,800
S3_shift,mean_0,snips_asym_lcb,0.6679399999999999,3.92768671851465e-18,0.0,0.0,0.6541483406510994,3.92768671851465e-18,0.0,0.0,800
S3_shift,mean_025,bb_dm,0.66439,0.0,0.0,0.0,0.6602326340327922,7.8553734370293e-18,0.0,0.0,800
S3_shift,mean_025,bb_dr,0.66439,0.0,0.0,0.0,0.6602326340327922,7.8553734370293e-18,0.0,0.0,800
S3_shift,mean_025,bb_dr_ess_safeguard,0.66439,0.0,0.0,0.0,0.6602326340327922,7.8553734370293e-18,0.0,0.0,800
S3_shift,mean_025,bb_dr_shift_estimated,0.66439,0.0,0.0,0.0,0.6602326340327922,7.8553734370293e-18,0.0,0.0,800
S3_shift,mean_025,bb_dr_shift_oracle,0.66439,0.0,0.0,0.0,0.6602326340327922,7.8553734370293e-18,0.0,0.0,800
S3_shift,mean_025,bootstrap_dr,0.66439,0.0,0.0,0.0,0.6602326340327922,7.8553734370293e-18,0.0,0.0,800
S3_shift,mean_025,bootstrap_snips,0.66439,0.0,0.0,0.0,0.6602326340327922,7.8553734370293e-18,0.0,0.0,800
S3_shift,mean_025,snips_asym_lcb,0.66439,0.0,0.0,0.0,0.6602326340327922,7.8553734370293e-18,0.0,0.0,800
S3_shift,mean_05,bb_dm,0.6660699999999997,7.8553734370293e-18,0.0,0.0,0.6672639098821935,0.0,0.0,0.0,800
S3_shift,mean_05,bb_dr,0.6660699999999997,7.8553734370293e-18,0.0,0.0,0.6672639098821935,0.0,0.0,0.0,800
S3_shift,mean_05,bb_dr_ess_safeguard,0.6660699999999997,7.8553734370293e-18,0.0,0.0,0.6672639098821935,0.0,0.0,0.0,800
S3_shift,mean_05,bb_dr_shift_estimated,0.6660699999999997,7.8553734370293e-18,0.0,0.0,0.6672639098821935,0.0,0.0,0.0,800
S3_shift,mean_05,bb_dr_shift_oracle,0.6660699999999997,7.8553734370293e-18,0.0,0.0,0.6672639098821935,0.0,0.0,0.0,800
S3_shift,mean_05,bootstrap_dr,0.6660699999999997,7.8553734370293e-18,0.0,0.0,0.6672639098821935,0.0,0.0,0.0,800
S3_shift,mean_05,bootstrap_snips,0.6660699999999997,7.8553734370293e-18,0.0,0.0,0.6672639098821935,0.0,0.0,0.0,800
S3_shift,mean_05,snips_asym_lcb,0.6660699999999997,7.8553734370293e-18,0.0,0.0,0.6672639098821935,0.0,0.0,0.0,800
S3_shift,mean_10,bb_dm,0.6693600000000001,3.92768671851465e-18,0.0,0.0,0.6816881176257666,3.92768671851465e-18,0.0,0.0,800
S3_shift,mean_10,bb_dr,0.6693600000000001,3.92768671851465e-18,0.0,0.0,0.6816881176257666,3.92768671851465e-18,0.0,0.0,800
S3_shift,mean_10,bb_dr_ess_safeguard,0.6693600000000001,3.92768671851465e-18,0.0,0.0,0.6816881176257666,3.92768671851465e-18,0.0,0.0,800
S3_shift,mean_10,bb_dr_shift_estimated,0.6693600000000001,3.92768671851465e-18,0.0,0.0,0.6816881176257666,3.92768671851465e-18,0.0,0.0,800
S3_shift,mean_10,bb_dr_shift_oracle,0.6693600000000001,3.92768671851465e-18,0.0,0.0,0.6816881176257666,3.92768671851465e-18,0.0,0.0,800
S3_shift,mean_10,bootstrap_dr,0.6693600000000001,3.92768671851465e-18,0.0,0.0,0.6816881176257666,3.92768671851465e-18,0.0,0.0,800
S3_shift,mean_10,bootstrap_snips,0.6693600000000001,3.92768671851465e-18,0.0,0.0,0.6816881176257666,3.92768671851465e-18,0.0,0.0,800
S3_shift,mean_10,snips_asym_lcb,0.6693600000000001,3.92768671851465e-18,0.0,0.0,0.6816881176257666,3.92768671851465e-18,0.0,0.0,800
S4_misspecified,linear,bb_dm,0.6696,0.0,0.0,0.0,0.6545164646391189,0.0,0.0,0.0,1600
S4_misspecified,linear,bb_dr,0.6696,0.0,0.0,0.0,0.6545164646391189,0.0,0.0,0.0,1600
S4_misspecified,linear,bb_dr_ess_safeguard,0.6696,0.0,0.0,0.0,0.6545164646391189,0.0,0.0,0.0,1600
S4_misspecified,linear,bootstrap_dr,0.6696,0.0,0.0,0.0,0.6545164646391189,0.0,0.0,0.0,1600
S4_misspecified,linear,bootstrap_snips,0.6696,0.0,0.0,0.0,0.6545164646391189,0.0,0.0,0.0,1600
S4_misspecified,linear,snips_asym_lcb,0.6696,0.0,0.0,0.0,0.6545164646391189,0.0,0.0,0.0,1600
S4_misspecified,mild_nonlinear,bb_dm,0.6672499999999999,2.7764253300885685e-18,0.0,0.0,0.6541999423047445,2.7764253300885685e-18,0.0,0.0,1600
S4_misspecified,mild_nonlinear,bb_dr,0.6672499999999999,2.7764253300885685e-18,0.0,0.0,0.6541999423047445,2.7764253300885685e-18,0.0,0.0,1600
S4_misspecified,mild_nonlinear,bb_dr_ess_safeguard,0.6672499999999999,2.7764253300885685e-18,0.0,0.0,0.6541999423047445,2.7764253300885685e-18,0.0,0.0,1600
S4_misspecified,mild_nonlinear,bootstrap_dr,0.6672499999999999,2.7764253300885685e-18,0.0,0.0,0.6541999423047445,2.7764253300885685e-18,0.0,0.0,1600
S4_misspecified,mild_nonlinear,bootstrap_snips,0.6672499999999999,2.7764253300885685e-18,0.0,0.0,0.6541999423047445,2.7764253300885685e-18,0.0,0.0,1600
S4_misspecified,mild_nonlinear,snips_asym_lcb,0.6672499999999999,2.7764253300885685e-18,0.0,0.0,0.6541999423047445,2.7764253300885685e-18,0.0,0.0,1600
S4_misspecified,strong_nonlinear,bb_dm,0.6675500000000002,2.7764253300885685e-18,0.0,0.0,0.6551733785154495,0.0,0.0,0.0,1600
S4_misspecified,strong_nonlinear,bb_dr,0.6675500000000002,2.7764253300885685e-18,0.0,0.0,0.6551733785154495,0.0,0.0,0.0,1600
S4_misspecified,strong_nonlinear,bb_dr_ess_safeguard,0.6675500000000002,2.7764253300885685e-18,0.0,0.0,0.6551733785154495,0.0,0.0,0.0,1600
S4_misspecified,strong_nonlinear,bootstrap_dr,0.6675500000000002,2.7764253300885685e-18,0.0,0.0,0.6551733785154495,0.0,0.0,0.0,1600
S4_misspecified,strong_nonlinear,bootstrap_snips,0.6675500000000002,2.7764253300885685e-18,0.0,0.0,0.6551733785154495,0.0,0.0,0.0,1600
S4_misspecified,strong_nonlinear,snips_asym_lcb,0.6675500000000002,2.7764253300885685e-18,0.0,0.0,0.6551733785154495,0.0,0.0,0.0,1600
S5_combined,moderate,bb_dm,0.79845,3.92768671851465e-18,0.0,0.0,0.7030075182505093,3.92768671851465e-18,0.0,0.0,800
S5_combined,moderate,bb_dr,0.79845,3.92768671851465e-18,0.0,0.0,0.7030075182505093,3.92768671851465e-18,0.0,0.0,800
S5_combined,moderate,bb_dr_ess_safeguard,0.79845,3.92768671851465e-18,0.0,0.0,0.7030075182505093,3.92768671851465e-18,0.0,0.0,800
S5_combined,moderate,bootstrap_dr,0.79845,3.92768671851465e-18,0.0,0.0,0.7030075182505093,3.92768671851465e-18,0.0,0.0,800
S5_combined,moderate,bootstrap_snips,0.79845,3.92768671851465e-18,0.0,0.0,0.7030075182505093,3.92768671851465e-18,0.0,0.0,800
